date_time,pc,chl,depth,temp,source_file,date_time_parsed,date,year,month,mmyy,groups,bad_sensor,log_chl,log_pred_mm,pred_ext_mm
01/26/25 08:30:00,23.17,0.49,0.13,21.5,c3_DU_JAN2025.csv,2025-01-26T08:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.3098039199714863,0.1467156664129861,1.695929910702661
01/26/25 09:00:00,1.86,0.35,0.34,21.89,c3_DU_JAN2025.csv,2025-01-26T09:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4559319556497244,0.06614628417126611,1.408764884093975
01/26/25 09:30:00,1.69,0.3,0.34,22.42,c3_DU_JAN2025.csv,2025-01-26T09:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.5228787452803376,0.029234397560528813,1.293977220410633
01/26/25 10:00:00,4.95,0.6,0.28,23.6,c3_DU_JAN2025.csv,2025-01-26T10:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.2218487496163564,0.1952107666693253,1.896282338035819
01/26/25 10:30:00,2.67,0.37,0.28,22.99,c3_DU_JAN2025.csv,2025-01-26T10:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 11:00:00,1.44,0.24,0.28,22.97,c3_DU_JAN2025.csv,2025-01-26T11:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.619788758288394,-0.024198058742987638,1.14417953238403
01/26/25 11:30:00,2.25,0.33,0.34,23.15,c3_DU_JAN2025.csv,2025-01-26T11:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4814860601221125,0.052056733172208214,1.3637946001479266
01/26/25 12:00:00,3.37,0.37,0.28,23.55,c3_DU_JAN2025.csv,2025-01-26T12:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 12:30:00,3.41,0.37,0.28,24.06,c3_DU_JAN2025.csv,2025-01-26T12:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 13:00:00,3.69,0.37,0.21,24.6,c3_DU_JAN2025.csv,2025-01-26T13:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 13:30:00,0.6,0.37,0.13,25.1,c3_DU_JAN2025.csv,2025-01-26T13:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 14:00:00,3.09,0.37,0.13,25.56,c3_DU_JAN2025.csv,2025-01-26T14:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 14:30:00,1.72,0.35,0.13,26.01,c3_DU_JAN2025.csv,2025-01-26T14:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4559319556497244,0.06614628417126611,1.408764884093975
01/26/25 15:00:00,1.54,0.36,0.13,26.34,c3_DU_JAN2025.csv,2025-01-26T15:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.44369749923271273,0.07289189319151157,1.4308171155438054
01/26/25 15:30:00,0.77,0.36,0.13,26.57,c3_DU_JAN2025.csv,2025-01-26T15:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.44369749923271273,0.07289189319151157,1.4308171155438054
01/26/25 16:00:00,3.58,0.37,0.13,26.67,c3_DU_JAN2025.csv,2025-01-26T16:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 16:30:00,1.72,0.37,0.13,26.72,c3_DU_JAN2025.csv,2025-01-26T16:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 17:00:00,3.55,0.38,0.07,26.49,c3_DU_JAN2025.csv,2025-01-26T17:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/26/25 17:30:00,2.7,0.37,0.07,26.22,c3_DU_JAN2025.csv,2025-01-26T17:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 18:00:00,0,0.39,0.13,25.1,c3_DU_JAN2025.csv,2025-01-26T18:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/26/25 18:30:00,1.97,0.39,0.21,24.31,c3_DU_JAN2025.csv,2025-01-26T18:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/26/25 19:00:00,1.97,0.38,0.28,23.71,c3_DU_JAN2025.csv,2025-01-26T19:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/26/25 19:30:00,3.9,0.39,0.28,23.38,c3_DU_JAN2025.csv,2025-01-26T19:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/26/25 20:00:00,2.63,0.38,0.34,22.84,c3_DU_JAN2025.csv,2025-01-26T20:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/26/25 20:30:00,2.11,0.4,0.34,22.35,c3_DU_JAN2025.csv,2025-01-26T20:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/26/25 21:00:00,3.72,0.4,0.34,22.04,c3_DU_JAN2025.csv,2025-01-26T21:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/26/25 21:30:00,2.77,0.39,0.34,21.83,c3_DU_JAN2025.csv,2025-01-26T21:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/26/25 22:00:00,2.74,0.39,0.34,21.62,c3_DU_JAN2025.csv,2025-01-26T22:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/26/25 22:30:00,2.07,0.37,0.34,21.58,c3_DU_JAN2025.csv,2025-01-26T22:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/26/25 23:00:00,1.69,0.4,0.34,21.56,c3_DU_JAN2025.csv,2025-01-26T23:00:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/26/25 23:30:00,1.3,0.37,0.34,21.55,c3_DU_JAN2025.csv,2025-01-26T23:30:00Z,2025-01-26,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/27/25 00:00:00,2.07,0.36,0.34,21.57,c3_DU_JAN2025.csv,2025-01-27T00:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.44369749923271273,0.07289189319151157,1.4308171155438054
01/27/25 00:30:00,1.33,0.38,0.34,21.6,c3_DU_JAN2025.csv,2025-01-27T00:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/27/25 01:00:00,2.21,0.41,0.28,21.53,c3_DU_JAN2025.csv,2025-01-27T01:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 01:30:00,3.27,0.4,0.34,21.47,c3_DU_JAN2025.csv,2025-01-27T01:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 02:00:00,2.14,0.39,0.34,21.41,c3_DU_JAN2025.csv,2025-01-27T02:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 02:30:00,3.97,0.4,0.34,21.32,c3_DU_JAN2025.csv,2025-01-27T02:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 03:00:00,3.48,0.41,0.28,21.27,c3_DU_JAN2025.csv,2025-01-27T03:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 03:30:00,1.69,0.41,0.34,21.21,c3_DU_JAN2025.csv,2025-01-27T03:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 04:00:00,2.21,0.39,0.34,21.13,c3_DU_JAN2025.csv,2025-01-27T04:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 04:30:00,3.9,0.39,0.34,21.08,c3_DU_JAN2025.csv,2025-01-27T04:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 05:00:00,0.07,0.38,0.34,21.04,c3_DU_JAN2025.csv,2025-01-27T05:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/27/25 05:30:00,2.91,0.4,0.34,21.01,c3_DU_JAN2025.csv,2025-01-27T05:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 06:00:00,4.81,0.39,0.42,20.99,c3_DU_JAN2025.csv,2025-01-27T06:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 06:30:00,1.51,0.36,0.34,20.98,c3_DU_JAN2025.csv,2025-01-27T06:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.44369749923271273,0.07289189319151157,1.4308171155438054
01/27/25 07:00:00,3.97,0.39,0.42,20.96,c3_DU_JAN2025.csv,2025-01-27T07:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 07:30:00,3.16,0.37,0.42,20.96,c3_DU_JAN2025.csv,2025-01-27T07:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/27/25 08:00:00,3.3,0.41,0.34,21.04,c3_DU_JAN2025.csv,2025-01-27T08:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 08:30:00,0,0.39,0.34,21.11,c3_DU_JAN2025.csv,2025-01-27T08:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 09:00:00,0.21,0.4,0.34,21.26,c3_DU_JAN2025.csv,2025-01-27T09:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 09:30:00,4.04,0.39,0.34,21.58,c3_DU_JAN2025.csv,2025-01-27T09:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 10:00:00,1.37,0.42,0.34,21.94,c3_DU_JAN2025.csv,2025-01-27T10:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/27/25 10:30:00,2.04,0.39,0.34,22.42,c3_DU_JAN2025.csv,2025-01-27T10:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 11:00:00,2.67,0.38,0.34,22.94,c3_DU_JAN2025.csv,2025-01-27T11:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/27/25 11:30:00,2.77,0.38,0.28,23.34,c3_DU_JAN2025.csv,2025-01-27T11:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/27/25 12:00:00,0.88,0.39,0.28,23.74,c3_DU_JAN2025.csv,2025-01-27T12:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 12:30:00,3.9,0.38,0.28,24.18,c3_DU_JAN2025.csv,2025-01-27T12:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/27/25 13:00:00,5.06,0.37,0.28,24.68,c3_DU_JAN2025.csv,2025-01-27T13:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/27/25 13:30:00,5.83,0.39,0.13,25.17,c3_DU_JAN2025.csv,2025-01-27T13:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 14:00:00,3.83,0.41,0.13,25.65,c3_DU_JAN2025.csv,2025-01-27T14:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 14:30:00,2.56,0.41,0.13,26.1,c3_DU_JAN2025.csv,2025-01-27T14:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 15:00:00,3.83,0.4,0.13,26.5,c3_DU_JAN2025.csv,2025-01-27T15:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 15:30:00,3.86,0.41,0.07,26.82,c3_DU_JAN2025.csv,2025-01-27T15:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 16:00:00,3.51,0.39,0.07,27.02,c3_DU_JAN2025.csv,2025-01-27T16:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 16:30:00,6.5,0.39,0.07,27.07,c3_DU_JAN2025.csv,2025-01-27T16:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 17:00:00,5.06,0.4,0.07,27.04,c3_DU_JAN2025.csv,2025-01-27T17:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 17:30:00,7.27,0.41,0.07,26.95,c3_DU_JAN2025.csv,2025-01-27T17:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 18:00:00,3.9,0.39,0.13,26.86,c3_DU_JAN2025.csv,2025-01-27T18:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 18:30:00,3.27,0.4,-0,26.75,c3_DU_JAN2025.csv,2025-01-27T18:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 19:00:00,5.16,0.41,0.07,26.61,c3_DU_JAN2025.csv,2025-01-27T19:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 19:30:00,3.72,0.42,0.13,26.13,c3_DU_JAN2025.csv,2025-01-27T19:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/27/25 20:00:00,4,0.42,0.21,25.2,c3_DU_JAN2025.csv,2025-01-27T20:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/27/25 20:30:00,3.34,0.42,0.21,24.57,c3_DU_JAN2025.csv,2025-01-27T20:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/27/25 21:00:00,3.23,0.41,0.28,24.08,c3_DU_JAN2025.csv,2025-01-27T21:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 21:30:00,4.88,0.39,0.28,23.6,c3_DU_JAN2025.csv,2025-01-27T21:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/27/25 22:00:00,4.18,0.4,0.28,23.22,c3_DU_JAN2025.csv,2025-01-27T22:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/27/25 22:30:00,3.37,0.41,0.28,22.94,c3_DU_JAN2025.csv,2025-01-27T22:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 23:00:00,2.91,0.41,0.34,22.6,c3_DU_JAN2025.csv,2025-01-27T23:00:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/27/25 23:30:00,3.09,0.39,0.34,22.29,c3_DU_JAN2025.csv,2025-01-27T23:30:00Z,2025-01-27,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 00:00:00,2.14,0.41,0.34,22.06,c3_DU_JAN2025.csv,2025-01-28T00:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 00:30:00,3.55,0.41,0.34,21.86,c3_DU_JAN2025.csv,2025-01-28T00:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 01:00:00,1.47,0.38,0.34,21.74,c3_DU_JAN2025.csv,2025-01-28T01:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.42021640338318983,0.08583846691484823,1.4741127423824192
01/28/25 01:30:00,3.93,0.43,0.34,21.68,c3_DU_JAN2025.csv,2025-01-28T01:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.36653154442041347,0.11543823469581557,1.5780852771659086
01/28/25 02:00:00,1.79,0.4,0.34,21.65,c3_DU_JAN2025.csv,2025-01-28T02:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 02:30:00,0,0.39,0.34,21.64,c3_DU_JAN2025.csv,2025-01-28T02:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 03:00:00,1.62,0.39,0.34,21.62,c3_DU_JAN2025.csv,2025-01-28T03:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 03:30:00,1.4,0.39,0.34,21.6,c3_DU_JAN2025.csv,2025-01-28T03:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 04:00:00,3.86,0.39,0.34,21.53,c3_DU_JAN2025.csv,2025-01-28T04:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 04:30:00,2.7,0.44,0.34,21.41,c3_DU_JAN2025.csv,2025-01-28T04:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3565473235138126,0.12094315034650543,1.5982156672589891
01/28/25 05:00:00,3.58,0.4,0.34,21.27,c3_DU_JAN2025.csv,2025-01-28T05:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 05:30:00,2.39,0.39,0.34,21.07,c3_DU_JAN2025.csv,2025-01-28T05:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 06:00:00,3.09,0.41,0.34,21.02,c3_DU_JAN2025.csv,2025-01-28T06:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 06:30:00,2,0.41,0.42,20.95,c3_DU_JAN2025.csv,2025-01-28T06:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 07:00:00,0.77,0.41,0.34,20.85,c3_DU_JAN2025.csv,2025-01-28T07:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 07:30:00,1.65,0.4,0.34,20.79,c3_DU_JAN2025.csv,2025-01-28T07:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 08:00:00,1.54,0.41,0.34,20.89,c3_DU_JAN2025.csv,2025-01-28T08:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 08:30:00,1.79,0.4,0.34,21.06,c3_DU_JAN2025.csv,2025-01-28T08:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 09:00:00,2.04,0.43,0.34,21.32,c3_DU_JAN2025.csv,2025-01-28T09:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.36653154442041347,0.11543823469581557,1.5780852771659086
01/28/25 09:30:00,0.88,0.39,0.34,21.62,c3_DU_JAN2025.csv,2025-01-28T09:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 10:00:00,4.85,0.4,0.34,21.9,c3_DU_JAN2025.csv,2025-01-28T10:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 10:30:00,2.56,0.37,0.34,22.27,c3_DU_JAN2025.csv,2025-01-28T10:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.431798275933005,0.07945266755601985,1.4525961907228255
01/28/25 11:00:00,5.9,0.42,0.34,22.49,c3_DU_JAN2025.csv,2025-01-28T11:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/28/25 11:30:00,0.88,0.41,0.34,22.65,c3_DU_JAN2025.csv,2025-01-28T11:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 12:00:00,2.35,0.39,0.34,22.78,c3_DU_JAN2025.csv,2025-01-28T12:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 12:30:00,2.32,0.39,0.28,22.9,c3_DU_JAN2025.csv,2025-01-28T12:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 13:00:00,3.3,0.43,0.28,23.05,c3_DU_JAN2025.csv,2025-01-28T13:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.36653154442041347,0.11543823469581557,1.5780852771659086
01/28/25 13:30:00,1.4,0.4,0.28,23.21,c3_DU_JAN2025.csv,2025-01-28T13:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 14:00:00,1.69,0.39,0.21,23.45,c3_DU_JAN2025.csv,2025-01-28T14:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 14:30:00,1.9,0.39,0.28,23.78,c3_DU_JAN2025.csv,2025-01-28T14:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 15:00:00,2,0.4,0.28,24.15,c3_DU_JAN2025.csv,2025-01-28T15:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 15:30:00,2.84,0.41,0.21,24.45,c3_DU_JAN2025.csv,2025-01-28T15:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 16:00:00,3.83,0.41,0.13,24.69,c3_DU_JAN2025.csv,2025-01-28T16:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 16:30:00,2.04,0.44,0.21,24.86,c3_DU_JAN2025.csv,2025-01-28T16:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3565473235138126,0.12094315034650543,1.5982156672589891
01/28/25 17:00:00,6.28,0.42,0.21,24.96,c3_DU_JAN2025.csv,2025-01-28T17:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/28/25 17:30:00,0.7,0.39,0.21,25.03,c3_DU_JAN2025.csv,2025-01-28T17:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 18:00:00,2.25,0.4,0.21,25.05,c3_DU_JAN2025.csv,2025-01-28T18:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 18:30:00,3.93,0.4,0.21,25.03,c3_DU_JAN2025.csv,2025-01-28T18:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 19:00:00,2.7,0.4,0.28,24.94,c3_DU_JAN2025.csv,2025-01-28T19:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 19:30:00,1.51,0.41,0.28,24.78,c3_DU_JAN2025.csv,2025-01-28T19:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 20:00:00,3.12,0.39,0.21,24.46,c3_DU_JAN2025.csv,2025-01-28T20:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.4089353929735008,0.0920583824536596,1.4953767219281469
01/28/25 20:30:00,3.16,0.4,0.28,24.05,c3_DU_JAN2025.csv,2025-01-28T20:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.3979400086720376,0.09812081473482609,1.5163974593477612
01/28/25 21:00:00,3.44,0.42,0.28,23.63,c3_DU_JAN2025.csv,2025-01-28T21:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/28/25 21:30:00,3.51,0.42,0.34,23.22,c3_DU_JAN2025.csv,2025-01-28T21:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
01/28/25 22:00:00,3.09,0.41,0.34,22.86,c3_DU_JAN2025.csv,2025-01-28T22:00:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.38721614328026455,0.10403354192539072,1.5371837165083764
01/28/25 22:30:00,3.69,0.42,0.34,22.45,c3_DU_JAN2025.csv,2025-01-28T22:30:00Z,2025-01-28,2025,1,01-25,01-25,TRUE,-0.37675070960209955,0.10980377980224884,1.5577437346996599
